App_Name, Date, Time, Rating, Comment_Upvotes, Review, Response_Date, Response_Time, Response,Priority
EatSure QuickiES Food Delivery,2025-02-09,15:21:01,5,0,It's not just ant food app. A heart warming message to those who prepared my food (literally students who want to help their family ) It's a different platform for healthy food Thanks to Prema 😀 for preparing my foos,2025-02-09,17:07:49,Hey Vijay! Thank you so much for your kind words! 🙌 Your satisfaction is our top priority  and we're committed to continually serving you delicious and safe meals. We appreciate your support and can't wait to have you back for more culinary delights. 😊 (AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-09,14:41:36,1,0,very bad please uninstall,2025-02-09,14:56:26,Hi Aadarsh! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (NM),Least Priority
EatSure QuickiES Food Delivery,2025-02-09,14:16:47,4,0,There is a issue in the live tracking.,2025-02-09,14:33:58,Hi Mohan! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),feature required
EatSure QuickiES Food Delivery,2025-02-09,14:13:32,1,0,While placing the order the app says order will reach within 30 min. Post placing the order it will say order will reach you by 40 mins. Later the order will be ready but delivery partner will not be free to be assigned. The order will get delayed for 10 mins. Then again get delayed for 10 more mins. If you try having a chat will support only robot replay will come in response. Finally delivery partner assigned but not picking up the call. Order received after 80 mins of placing the order.,2025-02-09,14:28:48,Hi Amit! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),feature required
EatSure QuickiES Food Delivery,2025-02-09,14:09:00,5,0,Nice,2025-02-09,14:27:20,Hi Chithra! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-09,13:50:43,5,0,Best app and very easy on cash on delivery,2025-02-09,14:15:23,Hey Rajendra! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),Top Priority
EatSure QuickiES Food Delivery,2025-02-09,12:50:12,5,0,Amazing 🤩,2025-02-09,13:38:10,Hey There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-09,12:25:02,1,0,Aap hi nhi khul rha 😂,2025-02-09,13:34:46,Hi Amrita! That is certainly not the experience we intend for our customers  and we apologize as your experience has been hampered. Kindly DM us your contact number so that we can fix this for you. (NM),feature required
EatSure QuickiES Food Delivery,2025-02-09,12:13:38,5,0,Awesome and fastest delivery 😇🥰,2025-02-09,12:19:22,Hey Pradeep! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),Top Priority
EatSure QuickiES Food Delivery,2025-02-09,02:58:51,1,0,Worst service and support,2025-02-09,11:25:13,Hi Sanu! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (NM),Least Priority
EatSure QuickiES Food Delivery,2025-02-09,02:02:21,5,0,good service to public,2025-02-09,02:05:51,Hey Anish! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-09,01:40:08,5,0,Fresh and fast service  Superb service,2025-02-09,01:57:31,Hey Sudhakar! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-09,00:43:39,1,0,Very bad customer service don't install and order the food this aap,2025-02-09,00:50:04,Hi There! We would request you to please assist with the issue over goodness@eatsure.com  as the ratings signify that you are not satisfied with the product/service. Your complete comment would be helpful so that we get insights on the issue and get that resolved prior. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-09,00:35:33,1,0,Not delivered on time,2025-02-09,00:51:26,Hi There! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),Least Priority
EatSure QuickiES Food Delivery,2025-02-09,00:27:03,5,0,Best offers but the packaging fee is more and unnecessary,2025-02-09,00:40:10,Hi There! Your review means a lot to us. We will ensure that the relevant feedback is shared with the designated department. Thank you for choosing us. We look forward to serving you for many years to come! (RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-09,00:17:11,1,0,Worst service always ignores msgs and does listen to the customer,2025-02-09,00:41:09,Hi Vishnu! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),Least Priority
EatSure QuickiES Food Delivery,2025-02-09,00:06:00,4,0,note of chef melts hearts and taste of pizza won my heart 💓,2025-02-09,00:24:25,Hey Anshul! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-08,22:17:22,5,0,Good ui  good food  good experience. Lesser price than zomato and swiggy,2025-02-08,23:01:35,Hey Manas! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),feature required
EatSure QuickiES Food Delivery,2025-02-08,21:26:26,1,1,Pathetic experience on my first order. The restaurant is a few hunder meters away from my home   yet the order was never delivered and it kept on postponing the delivery time by 10 mins  this kept on happening for an hour after which I had to cancel my order by taking to the customer service who had no clue about the order either.,2025-02-08,21:34:20,Hi There! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),Least Priority
EatSure QuickiES Food Delivery,2025-02-08,21:20:16,5,0,Nice food,2025-02-08,21:35:16,Hey Avinash! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-08,21:15:48,5,0,Quick delivery like thunderbolt ⚡💥👌,2025-02-08,21:29:32,Hi There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-08,21:02:29,1,0,Very Bad! No Contact support,2025-02-08,21:27:00,Hi Niharika! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),Least Priority
EatSure QuickiES Food Delivery,2025-02-08,20:49:47,5,0,Good food,2025-02-08,21:25:23,Hey Neel! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-08,20:41:13,3,0,I experienced lag with search option. Rest was good,2025-02-08,20:44:54,Hi  Vipin! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-08,20:38:07,5,0,Eatsure provides best price for my favourite items like wraps and pizza.,2025-02-08,20:47:01,Hi Kumaran! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-08,18:47:40,1,0,We ordered a combo burger but only got 1. And when I tried to call them it was unreachable.,2025-02-08,19:01:21,Hi Daivashala! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),feature required
EatSure QuickiES Food Delivery,2025-02-08,18:05:19,5,0,All my credit goes to Chef Kunal. Thank you 🤗,2025-02-08,18:11:09,Hi Madhura! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-08,17:28:14,5,0,Excellent,2025-02-08,17:49:58,Hi Mamta! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-08,17:19:10,5,0,Good,2025-02-08,17:25:39,Hey There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-08,16:51:49,1,0,Very bad  food takes a lot of time to deliver and had 2 items missing as well,2025-02-08,16:55:33,Hi There! That is certainly not the experience we intend for our customers  and we apologize as your experience has been hampered. Kindly DM us your Order ID and contact number so that we can fix this for you. (NM),feature required
EatSure QuickiES Food Delivery,2025-02-08,16:33:18,3,1,Delivering cold food with outsider delivery guy like Zomato Porter.,2025-02-08,16:54:10,Hi There! That is certainly not the experience we intend for our customers  and we apologize as your experience has been hampered. Kindly DM us your Order ID and contact number so that we can fix this for you. (NM),feature required
EatSure QuickiES Food Delivery,2025-02-08,15:25:25,5,0,Very good test to eat thank you eat sure,2025-02-08,15:39:10,Hi There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),feature required
EatSure QuickiES Food Delivery,2025-02-08,14:56:42,1,0,I had ordered food from this you by mistake and then when I cancelled it they did not refund my money saying that if the food does not get wasted then they cannot return your money. What does this mean you are fooling me?And then when I asked for my food back  no one is even responding to me  their help service is very poor . Worst experience very disappointed with them.,2025-02-08,15:08:47,Hi Pallavi! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),Least Priority
EatSure QuickiES Food Delivery,2025-02-08,14:50:12,1,0,Service support not responding,2025-02-08,15:12:44,Hi Lavanya! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),feature required
EatSure QuickiES Food Delivery,2025-02-08,14:31:39,5,0,Great service,2025-02-08,15:01:38,Hey Deepa! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),Top Priority
EatSure QuickiES Food Delivery,2025-02-08,14:28:39,1,1,"I wish i have zero rating for this.""Absolutely the worst experience I've had with a food delivery service. My order arrived late  cold  and incomplete. To add insult to injury  the customer service was dismissive and unhelpful when I tried to address the issue. They can't give you proper dilevery or not refund also. Save yourself the trouble and order from somewhere else.""",2025-02-08,14:51:13,Hi Praveen! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),Least Priority
EatSure QuickiES Food Delivery,2025-02-08,14:11:00,5,0,Vv good and fast and trustable service,2025-02-08,15:00:22,Hey Vasudeva! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),feature required
EatSure QuickiES Food Delivery,2025-02-08,14:01:56,5,0,Good app and nice one compared with others,2025-02-08,14:58:14,Hey There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),Top Priority
EatSure QuickiES Food Delivery,2025-02-08,13:58:07,5,0,Very good app I love it❤️,2025-02-08,14:59:20,Hey Sagir! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),Top Priority
EatSure QuickiES Food Delivery,2025-02-08,13:10:22,1,0,1st of all  food reviews are fake dont order anything just seeing reviews its totally fake  delivery agent ask for reviews for his delivery feedback and u just cant give delivery agent review you should also rate the food before eating it  so totally fake reviews compare the same food review from different platform than order from this fake reviews app,2025-02-08,13:26:52,Hi Akilesh! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-08,12:44:56,2,0,Good food. Good taste. But now the prices are high. too much high. not value for money nowadays. I am using this app from 2021 but not worth it now.,2025-02-08,13:10:19,Hi Javid! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (NM),feature required
EatSure QuickiES Food Delivery,2025-02-08,12:34:21,5,0,Great experience,2025-02-08,13:11:49,Hey Raman! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),Top Priority
EatSure QuickiES Food Delivery,2025-02-08,12:20:37,5,0,Best foodcourt ever I have experienced. Best delivery  best resolutions for any inconvenience. Everything is so smooth,2025-02-08,13:09:09,Hi Nikhil! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),Top Priority
EatSure QuickiES Food Delivery,2025-02-08,04:27:14,1,0,I mailed them so many times for wrong order but I literally haven't gotten any answer back,2025-02-08,21:18:40,Hi Aastha! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-08,02:22:04,5,0,SUPER BOY  WHO IS SERVE MY FOOD..,2025-02-08,02:43:24,Hey Samrat! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),feature required
EatSure QuickiES Food Delivery,2025-02-08,02:00:10,5,0,Very happy 😊,2025-02-08,02:08:33,Hey Anju! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-08,01:22:31,1,0,Not a good food experience. The issues are not resolved. The food options are bad.,2025-02-08,01:49:09,Hi Vaibhav! We would request you to please assist with the issue over goodness@eatsure.com  as the ratings signify that you are not satisfied with the product/service. Your complete comment would be helpful so that we get insights on the issue and get that resolved prior. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-08,01:22:06,1,0,Bakwas app first time order Kiya veg meal bowl or aalu paratha wrap 🌯 mitti k tel ki smell aa rhi thi ek bite m hi fekhna pada pese barbad itna bakwas food app kese ho sakta h money weast kabi use ni krugi ish app ko disgusting app,2025-02-08,02:03:30,Hi Pooja! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-08,01:20:41,1,0,Bad service,2025-02-08,02:06:13,Hi Pramila! We would request you to please assist with the issue over goodness@eatsure.com  as the ratings signify that you are not satisfied with the product/service. Your complete comment would be helpful so that we get insights on the issue and get that resolved prior. (RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-08,01:20:33,1,0,Never ever order from this app....they take your money and serve you spoiled food....They are nothing but cheaters.... Eatsure is a cheater...,2025-02-08,02:07:42,Hi There! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-08,01:12:52,5,0,Good quality nice one 👍,2025-02-08,01:23:11,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-07,23:10:17,1,0,Long time for delivery  food always served cold,2025-02-07,23:36:35,Hi Akhil! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-07,22:49:04,5,0,It's really good,2025-02-07,23:06:38,Hey Abhinav! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-07,21:53:22,5,0,Great,2025-02-07,22:37:21,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-07,21:37:04,5,0,nice,2025-02-07,21:50:12,Hey Anshu! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-07,20:37:05,4,0,good luck for this delivery time,2025-02-07,20:45:29,Hey Niranjan! Seeing that you had a 4-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),feature required
EatSure QuickiES Food Delivery,2025-02-07,19:35:05,5,0,The best food delivery app i think i got discount and trying the special service by paying to the vip subscription it's top notch,2025-02-07,19:55:41,Hey Abhi! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-07,19:12:06,5,34,"⭐⭐⭐⭐⭐ Eatsure has completely changed my food delivery experience! 🍕🍔🥗 The app is super easy to use  and I love how they ensure hygiene and quality with their ""No Mix  No Mess"" packaging. 📦✨ Every order arrives fresh  well-sealed  and exactly as described. What really sets Eatsure apart is their reliability—no more worrying about wrong orders or delays! 🚀 Plus  their customer support is quick and helpful. The variety of restaurants is great  and they often have amazing discounts.",2025-02-07,19:28:14,Hey Anish! Thank you so much for your kind words! 🙌 Your satisfaction is our top priority  and we're committed to continually serving you delicious and safe meals. We appreciate your support and can't wait to have you back for more culinary delights. 😊 (RB),feature required
EatSure QuickiES Food Delivery,2025-02-07,18:04:52,1,0,It's the most truly disgusting late timed food delivery ever. It's been 2 times now   I've ordered from Eatsure  the delivery had come about 2 hrs late. Can u believe it?? I utterly disregard this app and would'nt recommend anyone 😠😠,2025-02-07,19:25:31,Hi Srinjaya! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),Least Priority
EatSure QuickiES Food Delivery,2025-02-07,17:38:19,1,0,Delivery person shrikant shinde is very bad human and he is very careless person I will call him a 10 time but he not receive a call,2025-02-07,19:21:56,Hi Archana! We apologize for any inconvenience caused and assure you that this is not the experience we strive to provide our customers. To address this issue  kindly share your Order Id and contact number with us at goodness@eatsure.com. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-07,12:41:06,1,0,Worse  don't download the app,2025-02-07,12:47:30,Hi Apurva! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (NM),Least Priority
EatSure QuickiES Food Delivery,2025-02-07,00:28:21,5,0,test is delicious and delivery is very fast thx,2025-02-07,00:50:26,Hey Shrutika! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-06,23:28:49,5,0,Very nice 👍👍👍👍,2025-02-07,00:45:44,Hey Anmol! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-06,23:06:40,1,0,Worst app and service ever you want to feel. This is it. You will be informed that your order will be delivered in 30 min but they will deliver in 300 min. They live in a different planet. I recommend not to use this app and service to anyone. Worst.... I wish I can give minus but I can't.,2025-02-07,00:44:42,Hi Mayur! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),Least Priority
EatSure QuickiES Food Delivery,2025-02-06,22:56:46,1,0,I am using eat sure since 3years  recently I have ordered a food around 10pm so there delivery partner didn't came to my place & when I called him he told that he was trying to call me after reaching my place but as I was tracking him continuously on aap he did not came to my place and he was trying to cancel my order which I cancelled at the end because after complaining to customer care also that guy didn't deliver my order so I think they are not having control over there delivery partners,2025-02-06,23:12:11,Hi Vishal! We apologize for any inconvenience caused and assure you that this is not the experience we strive to provide our customers. To address this issue  kindly share your contact number with us at goodness@eatsure.com. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-06,22:46:51,5,0,Excellent,2025-02-06,23:13:11,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-06,21:56:11,1,0,Missing Gulab jamun,2025-02-06,22:46:12,Hi There! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order ID and contact number at goodness@eatsure.com so that we can fix this for you. (RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-06,21:54:19,5,0,Pizza was so creamy and fast delivery 🚚 love it,2025-02-06,22:47:04,Hey Asha! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-06,21:02:18,1,0,Today I book chicken biryani in eatsure app I received order biryani box tape seal is opened and cold food  and app offers showing buy 1 get free after order they single item only,2025-02-06,21:17:46,Hi There! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-06,20:45:45,5,0,Nice food delivery app💯😍 delivery is very fast,2025-02-06,21:01:29,Hey Komal! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-06,20:15:49,5,0,Awesome experience,2025-02-06,20:38:02,Hey Varsha! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-06,20:06:27,5,0,Bdia,2025-02-06,20:36:27,Hey Kavita! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),feature required
EatSure QuickiES Food Delivery,2025-02-06,18:41:15,1,0,Not finding what we want.,2025-02-06,20:35:22,Hi Umesh! We would request you to please assist with the issue over goodness@eatsure.com  as the ratings signify that you are not satisfied with the product/service. Your complete comment would be helpful so that we get insights on the issue and get that resolved prior. (RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-06,18:39:44,3,0,Good ...but customer support is not working Idk why,2025-02-06,18:53:56,Hi Anurag! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-06,18:17:44,5,0,I get my order before the time..,2025-02-06,18:49:32,Hi Viswa! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),feature required
EatSure QuickiES Food Delivery,2025-02-06,18:06:54,5,0,very very good,2025-02-06,18:11:34,Hi There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-06,17:08:02,5,0,good service,2025-02-06,17:09:15,Hi There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),feature required
EatSure QuickiES Food Delivery,2025-02-06,15:10:54,5,0,The excellent test 😃,2025-02-06,15:43:48,Hi Shankar! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),feature required
EatSure QuickiES Food Delivery,2025-02-06,14:46:24,5,0,best food ever,2025-02-06,14:52:40,Hi Divya! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-06,14:16:56,5,0,very good,2025-02-06,14:51:37,Hi There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-06,13:43:20,5,0,Totally satisfied with the food and delivery services In my office i have downloaded all the employee to same app for online food and they all are loving it we thanks a lot eat n sure team,2025-02-06,13:52:34,Hi Vicky! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-06,12:52:29,5,0,ok,2025-02-06,13:10:43,Hey Himanshu! Seeing that you had a 5-star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-05,22:44:32,5,0,Short n sweet menu 👍,2025-02-05,22:50:00,Hey Yogesh! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-05,22:30:05,5,0,Great,2025-02-05,22:32:33,Hey Vinay! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-05,21:49:39,5,0,Affordable options  great coupons which are given quite frequently and great food. What else do you want?,2024-08-02,20:01:24,Hey Hemrakshit! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),feature required
EatSure QuickiES Food Delivery,2025-02-05,21:35:37,5,0,V GOOD,2025-02-05,21:46:25,Hey Rohit! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-05,21:21:25,5,0,ग्रेट delivery,2025-02-05,21:33:59,Hey Sahil! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),feature required
EatSure QuickiES Food Delivery,2025-02-05,20:48:33,5,0,Nice app,2025-02-05,21:00:20,Hi Saurabh! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-05,20:32:29,1,0,The food has arrived cold  the coustmer support is if no use  delivery agent was rude  after commenting here they will ask you to mail your number to an email Id  after that there Is no response  the coustmer care support is uesless,2025-02-05,20:50:08,Hi Praharaju! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),Least Priority
EatSure QuickiES Food Delivery,2025-02-05,17:28:34,5,0,Very good 👍,2025-02-05,17:40:03,Hey Sonika! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),Top Priority
